Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,16,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ers' work. Many learners have interests **outside of** the classroom into which they can be im...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,16,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...ey can be immersed for their Unit 1 work** and** it might be in the skill of the teacher...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,19,EN_COMPOUNDS_TWO_DIMENSIONAL,misspelling,two dimensional,This word is normally spelled with a hyphen.,two-dimensional,... across Pathways and provision made for **two dimensional** as well as three dimensional work shoul...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,19,EN_COMPOUNDS_THREE_DIMENSIONAL,misspelling,three dimensional,This word is normally spelled with a hyphen.,three-dimensional,...ion made for two dimensional as well as **three dimensional** work should be made. Every effort shoul...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,workrelated,Possible spelling mistake found.,work related,...ponses to potential career pathways and **workrelated** experiences. Opportunities should be gi...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,selfimposed,Possible spelling mistake found.,"self-imposed, self imposed","...nd identify something to work on with a **selfimposed** deadline, giving experience of decision...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,selfdiscipline,Possible spelling mistake found.,"self-discipline, self discipline",...iving experience of decision making and **selfdiscipline**.  #### **Teacher formative feedback [JC...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,24,EN_DIACRITICS_REPLACE_ORTHOGRAPHY_SALON_DES_REFUSES,misspelling,Salon des Refuses,"‘Salon des Refuses’ is an imported foreign name or expression, which originally has a diacritic.",Salon des Refusés,...liam Blake - The Impressionists and the **Salon des Refuses** - Gwen John: amongst men - The avant-ga...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,25,MORFOLOGIK_RULE_EN_GB,misspelling,workrelated,Possible spelling mistake found.,work related,...ponses to potential career pathways and **workrelated** experiences.  Each of the pathways with...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,27,POSSESSIVE_APOSTROPHE,typographical,centres,An apostrophe may be missing.,"centres', centre's",...e likely to use digital technology at a **centres** discretion.  Digital technology is appl...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,28,MORFOLOGIK_RULE_EN_GB,misspelling,webbased,Possible spelling mistake found.,"web-based, web based","...ned focus period, candidates can access **webbased** software applications, however no other...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,29,EN_MULTITOKEN_SPELLING_TWO,misspelling,Paul Gaugin,Possible spelling mistake found.,Paul Gauguin,"...riate way).  #### Examples could be:  - **Paul Gaugin** and the Tahitian women that he painted,...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,34,EN_COMPOUNDS_NON_TOXIC,misspelling,non toxic,This expression is normally spelled as one or with a hyphen.,non-toxic,...•<br>Using eco-friendly pigments<br>and **non toxic** materials<br>wherever possible.<br>•<br...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,36,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,"... recycle, repair, rethink and refuse in **all of the** work that they create. - Consider their...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,36,POSSESSIVE_APOSTROPHE,typographical,products,An apostrophe may be missing.,"products', product's","...work that they create. - Consider their **products** life cycle how are materials sourced, h...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,36,MORFOLOGIK_RULE_EN_GB,misspelling,href,Possible spelling mistake found.,"ref, pref, HEF (+1 more)","...ls from sustainable sources such as: <a **href**=""eco-craft"">eco-craft</a> and <a href=""...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,36,MORFOLOGIK_RULE_EN_GB,misspelling,href,Possible spelling mistake found.,"ref, pref, HEF (+1 more)","...a href=""eco-craft"">eco-craft</a> and <a **href**=""kitronik"">kitronik</a>. - Use CAD tech...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,36,EN_COMPOUNDS_MOCK_UPS,misspelling,mock ups,This word is normally spelled with a hyphen.,mock-ups,...use of early development paper and card **mock ups**.  #### **Graphic Communication Example:...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,37,MORFOLOGIK_RULE_EN_GB,misspelling,wayDiscuss,Possible spelling mistake found.,way Discuss,"... done in an environmentally responsible **wayDiscuss** modern, low VOC based inks and teach le...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,37,MORFOLOGIK_RULE_EN_GB,misspelling,importantConsider,Possible spelling mistake found.,important Consider,...sed inks and teach learners why this is **importantConsider** the use of digital displays such as tab...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,37,EN_COMPOUNDS_MOCK_UPS,misspelling,mock ups,This word is normally spelled with a hyphen.,mock-ups,... size of the work to be displayed – can **mock ups** or maquettes be used as an alternativeA...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,37,MORFOLOGIK_RULE_EN_GB,misspelling,alternativeAddress,Possible spelling mistake found.,alternative Address,...can mock ups or maquettes be used as an **alternativeAddress** what will or would happen to the materi...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,37,EN_COMPOUNDS_TWO_DIMENSIONAL,misspelling,two dimensional,This word is normally spelled with a hyphen.,two-dimensional,...Photography relies on the transfer of a **two dimensional** light based image onto paper through th...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,38,ALL_AND_ALL,misspelling,all and all,"This phrase is nonstandard. Did you mean “all in all” (=after all, nevertheless)?",all in all,...tant to Learners because RSE affects us **all and all** learners should take the opportunity to...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,39,APOSTROPHE_IN_DATES,typographical,1980's,Apostrophes aren’t needed for decades.,1980s,...f stigma around sexual health since the **1980's** when the 'Don't Die of Ignorance' campa...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,39,MORFOLOGIK_RULE_EN_GB,misspelling,Womens,Possible spelling mistake found.,"Women's, Women, Omens (+1 more)",...elationships for young people.<br>Welsh **Womens** Aid - Healthy Relationships            ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,ArchitectureFurniture,Possible spelling mistake found.,Architecture Furniture,...tudy towards possible<br>success in:<br>**ArchitectureFurniture** designProduct designTheatre designProp ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designProduct,Possible spelling mistake found.,design Product,...br>success in:<br>ArchitectureFurniture **designProduct** designTheatre designProp and model maki...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designTheatre,Possible spelling mistake found.,design Theatre,...<br>ArchitectureFurniture designProduct **designTheatre** designProp and model making for animati...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designProp,Possible spelling mistake found.,design Prop,...reFurniture designProduct designTheatre **designProp** and model making for animation and film...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,filmAutomotive,Possible spelling mistake found.,film Automotive,...Prop and model making for animation and **filmAutomotive** designInterior designLighting designerJ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designInterior,Possible spelling mistake found.,design Interior,...making for animation and filmAutomotive **designInterior** designLighting designerJewellery design...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designLighting,Possible spelling mistake found.,design Lighting,...ation and filmAutomotive designInterior **designLighting** designerJewellery designTextile enginee...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designerJewellery,Possible spelling mistake found.,designer Jewellery,...utomotive designInterior designLighting **designerJewellery** designTextile engineeringUX designer.Th...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,designTextile,Possible spelling mistake found.,design Textile,...terior designLighting designerJewellery **designTextile** engineeringUX designer.These possibilit...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,MORFOLOGIK_RULE_EN_GB,misspelling,engineeringUX,Possible spelling mistake found.,engineering UX,...ighting designerJewellery designTextile **engineeringUX** designer.These possibilities are made p...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,42,POSSIBILTY_POSSIBLE,style,possibilities,"Before ‘possible’, use a word such as “chances” or “opportunities”. Alternatively, keep ‘possibilities’ and replace ‘possible’.","chances, opportunities",...ignTextile engineeringUX designer.These **possibilities** are made possible through design thinki...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,43,OUTSIDE_OF,style,inside of,This phrase is redundant. Consider using “inside”.,inside,...ains that the ability to find something **inside of** yourself to express creatively to the w...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...ght into the meaning<br>of other artists**'**<br>and designers'<br>work as they can h...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...ng<br>of other artists'<br>and designers**'**<br>work as they can hear first hand<br>...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,SUBJECT_MATTER,style,subject matter,This phrase is redundant. Consider using “subject” to avoid wordiness.,subject,"...t form. I find<br>inspiration in simple **subject matter**, women scrubbing steps,<br>figures sitt...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,"...        | In order to successfully meet **all of the** Assessment Objectives,<br>it is importa...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,IN_THE_MOMENT,misspelling,in the moment,Did you mean “at the moment” (=currently)?,at the moment,... in essay format –<br>notes<br>created '**in the moment**' can have as much fluency as<br>paragra...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,WHETHER,style,whether or not,"Consider shortening this phrase to just ‘whether’, unless you mean ‘regardless of whether’.",whether,"...e learner has approached their project, **whether or not** the                                    ...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... taken for granted. The<br>size of paper** and** it's orientation<br>and relationship to...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,SymmetryPatternPerspectiveProportionScaleShape,Possible spelling mistake found.,,...atical<br>concepts occur frequently:<br>**SymmetryPatternPerspectiveProportionScaleShape** and formGeometry and anglesFractals.It ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,formGeometry,Possible spelling mistake found.,form Geometry,...ternPerspectiveProportionScaleShape and **formGeometry** and anglesFractals.It is important to p...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,anglesFractals,Possible spelling mistake found.,angles Fractals,...oportionScaleShape and formGeometry and **anglesFractals**.It is important to point out to learner...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,NEITHER_NOR,grammar,or,Use “nor” with neither.,nor,...clusive. This helps neither the learner **or**<br>subject<br>and should be challenged....,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,SALVADOR_DALI,uncategorized,Salvador Dali,Did you mean the Spanish surrealist artist “Salvador Dalí”?,Salvador Dalí,...e Cubists)<br>• Giorgio de Chirico<br>• **Salvador Dali**<br>• Rene Magritte<br>• Bridget Riley<b...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,50,MORFOLOGIK_RULE_EN_GB,misspelling,tryptichs,Possible spelling mistake found.,"triptychs, tryptic","...of stories from the Bible (sometimes as **tryptichs**), the sculptural forms of Barbara Hepwo...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,51,MORFOLOGIK_RULE_EN_GB,misspelling,IsometricAxonometricPlanometricPerspectiveFirst,Possible spelling mistake found.,,...y using Computer Aided Design (CAD).<br>**IsometricAxonometricPlanometricPerspectiveFirst** or third angle projection.It is not ant...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,51,MORFOLOGIK_RULE_EN_GB,misspelling,modelmaking,Possible spelling mistake found.,model making,"..., whether through<br>drawing or through **modelmaking**, using appropriate scales<br>from 1:2 f...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,51,EN_COMPOUNDS_THREE_DIMENSIONAL,misspelling,three dimensional,This word is normally spelled with a hyphen.,three-dimensional,"...phy), using perspective to represent<br>**three dimensional** shapes on a 2 dimensional plan (paper, ...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,51,EN_COMPOUNDS___DIMENSIONAL,misspelling,2 dimensional,This word is normally spelled with a hyphen.,2-dimensional,"...resent<br>three dimensional shapes on a **2 dimensional** plan (paper, canvas<br>etc) is a techni...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,54,MORFOLOGIK_RULE_EN_GB,misspelling,futureproof,Possible spelling mistake found.,"future-proof, future proof",...ing materials and technologies<br>to<br>**futureproof** product<br>development.<br>Learners sho...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,58,COMPRISED_OF,misspelling,comprises of,Did you mean “comprises” or “consists of”?,"comprises, consists of",...xtile Design within GCSE Art and Design **comprises of**<br>the<br>creation of designs and produ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,58,THERE_VBP_NN,grammar,are,Possible agreement error. Did you mean “is”?,is,...ers and makers<br>who<br>use CAD. There **are** a wealth of high<br>quality textile art...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,59,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...ond to.  An example of this might be:  ***'**A new boutique hotel is opening which wi...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,59,EN_COMPOUNDS_ECO_CONSCIOUS,misspelling,eco -conscious,This word is normally spelled with a hyphen.,eco-conscious,...ding the launch of the hotel to attract **eco -conscious** travellers and convey the cynefin. Imag...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,59,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...ithin the hotel as large format images. **'***  Learners must demonstrate the ability...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,59,EN_COMPOUNDS_TIME_LAPSE,misspelling,time -lapse,This word is normally spelled with a hyphen.,time-lapse,"...igital processes and techniques such as **time -lapse** photography, video, photomontage and di...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,60,GENERAL_XX,style,general public,Consider using only “public” to avoid wordiness.,public,...r>scales which can be difficult for the **general public** to visualise.<br>Learners will need to ...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,62,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,"...ng, learner independence, opportunities **outside of** the classroom and engaging alternative ...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,65,A_NNS,grammar,an outcomes,The plural noun “outcomes” cannot be used with the article “an”. Did you mean “an outcome” or “outcomes”?,"an outcome, outcomes","...hievements, where they are pleased with **an outcomes**, where things have gone wrong and how t...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,65,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,"... where there is a formal requirement to **'**reflect on own work, and record ideas, o...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,65,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...levant to intentions as work progresses **'**. This is assessed across the whole port...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,65,COMMA_COMPOUND_SENTENCE,uncategorized,or,Use a comma before ‘or’ if it connects two independent clauses (unless they are closely connected and short).,", or",...ing and reflecting on design development** or** they could be diarised entries into a b...,LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,70,MORFOLOGIK_RULE_EN_GB,misspelling,wellinformed,Possible spelling mistake found.,"well-informed, well informed","...es, presenting work that is meaningful, **wellinformed** and in a sequence that can be easily fo...",LT
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,70,GENERAL_XX,style,general public,Consider using only “public” to avoid wordiness.,public,"...n of printed banners in a space for the **general public** in an art, craft and design submission....",LT
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.md,5,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...  ## Supervision  Work may be completed **outside of** the centre without direct supervision. ...,LT
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.md,5,SUBJECT_VERB_AGREEMENT,grammar,are,The verb form ‘are’ does not seem to match the subject ‘assessment’.,"is, was, were (+1 more)",... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,LT
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.md,6,THE_THEM,misspelling,the to,Did you mean “them to” or “the two”?,"them to, the two",...# Further information  You should refer **the to** WJEC Assessment Guide / JCQ Instruction...,LT
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.md,14,DOUBLE_PUNCTUATION,typographical,",",Two consecutive commas,",","... understand the assessment requirements,** ,** but there are rules about the kind of h...",LT
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.md,15,MD_BASEFORM,grammar,outlines,The modal verb ‘will’ requires the verb’s base form.,outline,... The guidance in the graphic below will **outlines** what your work should include.  **Produ...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,4,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,"...t 1, no controls. Work may be completed **outside of** the centre without direct supervision. ...",LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,6,SUBJECT_VERB_AGREEMENT,grammar,are,The verb form ‘are’ does not seem to match the subject ‘assessment’.,"is, was, were (+1 more)",... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,8,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...arner must not access any of their work **outside of** the designated sustained focus work ses...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,8,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... not have to be a finished piece of work** but** there should be enough completed to dem...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,16,INDEPENDENTLY_FROM_OF,grammar,independently from,"The usual collocation for “independently” is “of”, not “from”. Did you mean “independently of”?",independently of,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,16,INDEPENDENTLY_FROM_OF,grammar,independently from,"The usual collocation for “independently” is “of”, not “from”. Did you mean “independently of”?",independently of,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,17,MD_BASEFORM,grammar,outlines,The modal verb ‘will’ requires the verb’s base form.,outline,... The guidance in the graphic below will **outlines** what your work should include.  ![](_pa...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,18,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... not have to be a finished piece of work** but** there should be enough completed to dem...,LT
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,36,MORFOLOGIK_RULE_EN_GB,misspelling,YY,Possible spelling mistake found.,"BY, MY, YE (+38 more)",...|------|------------| | DD    | MM    | **YY** | Hour | Minutes    | |       |       |...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,made-for-wales-gcses,Possible spelling mistake found.,made-for-wales-GCSEs,...form/reforming/qualified-for-the-future/**made-for-wales-gcses**/#approval-criteria\)](https://qualifica...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,CymraegGCSE,Possible spelling mistake found.,Cymraeg GCSE,...---| | Level 2 Award in Additional Core **CymraegGCSE** Art and DesignGCSE BusinessGCSE Compute...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,DesignGCSE,Possible spelling mistake found.,Design GCSE,... in Additional Core CymraegGCSE Art and **DesignGCSE** BusinessGCSE Computer ScienceGCSE Core ...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,BusinessGCSE,Possible spelling mistake found.,Business GCSE,...nal Core CymraegGCSE Art and DesignGCSE **BusinessGCSE** Computer ScienceGCSE Core CymraegGCSE D...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,ScienceGCSE,Possible spelling mistake found.,Science GCSE,"...rt and DesignGCSE BusinessGCSE Computer **ScienceGCSE** Core CymraegGCSE DramaGCSE French, Germ...",LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,CymraegGCSE,Possible spelling mistake found.,Cymraeg GCSE,"... BusinessGCSE Computer ScienceGCSE Core **CymraegGCSE** DramaGCSE French, German and SpanishGCS...",LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,DramaGCSE,Possible spelling mistake found.,Drama GCSE,"...E Computer ScienceGCSE Core CymraegGCSE **DramaGCSE** French, German and SpanishGCSE Geograph...",LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,SpanishGCSE,Possible spelling mistake found.,Spanish GCSE,"...ymraegGCSE DramaGCSE French, German and **SpanishGCSE** Geography | GCSE Cymraeg Language and L...",LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,NutritionGCSE,Possible spelling mistake found.,Nutrition GCSE,...rature (Single and Double)GCSE Food and **NutritionGCSE** HistoryGCSE Mathematics and NumeracyGCS...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,HistoryGCSE,Possible spelling mistake found.,History GCSE,... and Double)GCSE Food and NutritionGCSE **HistoryGCSE** Mathematics and NumeracyGCSE MusicGCSE ...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,NumeracyGCSE,Possible spelling mistake found.,Numeracy GCSE,...tritionGCSE HistoryGCSE Mathematics and **NumeracyGCSE** MusicGCSE Religious StudiesGCSE The Sci...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,MusicGCSE,Possible spelling mistake found.,Music GCSE,...istoryGCSE Mathematics and NumeracyGCSE **MusicGCSE** Religious StudiesGCSE The Sciences (Dou...,LT
Art-and-Design,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,StudiesGCSE,Possible spelling mistake found.,Studies GCSE,...cs and NumeracyGCSE MusicGCSE Religious **StudiesGCSE** The Sciences (Double) |  The consultati...,LT
Art-and-Design,overview-of-consultation-findings.md,6,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LT
Art-and-Design,overview-of-consultation-findings.md,7,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...ications will provide stakeholders with **all of the** information they require in due course....,LT
Art-and-Design,overview-of-consultation-findings.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LT
Art-and-Design,overview-of-consultation-findings.md,11,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... balance of physical and human geography** and** we have updated the possible areas to b...,LT
Art-and-Design,overview-of-consultation-findings.md,11,ENGLISH_WORD_REPEAT_RULE,duplication,that that,Possible typo: you repeated a word.,that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LT
