Subject,Filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,13,28,Paul Gaugin,"...riate way).  #### Examples could be:  - **Paul Gaugin** and the Tahitian women that he painted,...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,Incorrect spelling of 'Paul Gaugin' (should be 'Paul Gauguin').
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,14,33,non toxic,.../li><li>Using eco-friendly pigments and **non toxic** materials wherever possible.</li><li>Wo...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in compound adjective 'non-toxic'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,15,33,or,...encourage learners to take this approach** or** we risk the methods and materials that ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'or' is optional for clarity but not required.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,16,35,all of the,"... recycle, repair, rethink and refuse in **all of the** work that they create. - Consider their...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'or' is optional for clarity but not required.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,17,35,products,"...work that they create. - Consider their **products** life cycle how are materials sourced, h...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in compound noun 'life-cycle' (should be 'life cycle' or 'lifecycle').
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,18,35,href,"...ls from sustainable sources such as: <a **href**=""eco-craft"">eco-craft</a> and <a href=""...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,"'href' is a valid HTML attribute, not a spelling error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,19,35,href,"...a href=""eco-craft"">eco-craft</a> and <a **href**=""kitronik"">kitronik</a>. - Use CAD tech...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,"'href' is a valid HTML attribute, not a spelling error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,20,35,mock ups,...use of early development paper and card **mock ups**.  #### **Graphic Communication Example:...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'mock ups' is correct and commonly used in design contexts.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,21,36,mock ups,... size of the work to be displayed – can **mock ups** or maquettes be used as an alternative<...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'mock ups' is correct and commonly used in design contexts.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,22,36,two dimensional,...Photography relies on the transfer of a **two dimensional** light                                  ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Two dimensional' is correctly hyphenated and used in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,23,37,all and all,...tant to Learners because RSE affects us **all and all** learners should take the opportunity to...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'All and all' is redundant; it should be 'all' or 'all in all'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,24,38,1980's,...f stigma around sexual health since the **1980's** when the 'Don't Die of Ignorance' campa...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'1980&#x27;s' should be '1980s' for correct apostrophe usage.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,25,38,Womens,...y relationships for young people. Welsh **Womens** Aid - Healthy Relationships |  {39}----...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Womens' should be 'Women's' for correct possessive form.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,26,41,possibilities,... engineering</li><li>UX designer. These **possibilities** are made possible through design thinki...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Possibilities' is correctly spelled and used in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,27,42,inside of,...ains that the ability to find something **inside of** yourself to express creatively to the w...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,'Inside of' is informal; 'inside' is preferred in formal writing.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,28,43,subject matter,"...nent form. I find inspiration in simple **subject matter**, women scrubbing steps, figures sitting...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Subject matter' is correctly used and spelled.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,29,45,and,...ted that feedback should remain positive** and** the teacher should create guidelines to...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Adding a comma before 'and' is stylistic; the original is acceptable.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,30,46,all of the,"...ve work | In order to successfully meet **all of the** Assessment Objectives, it is important ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,Phrase 'all of the' is grammatically correct and contextually appropriate.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,31,46,in the moment,... to be in essay format – notes created '**in the moment**' can have as much fluency as paragraphs...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'In the moment' is a widely accepted idiomatic expression and is correctly used here.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,32,46,whether or not,"...e learner has approached their project, **whether or not** the |  <span id=""page-46-0""></span><sup...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Whether or not' is a correct and commonly used phrase in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,33,47,and,...mes taken for granted. The size of paper** and** it's orientation and relationship to th...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"Missing apostrophe in 'it's' should be 'its' as it is a possessive form, not a contraction."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,34,47,or,...clusive. This helps neither the learner **or** subject and should be challenged.</li><...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Or' is correctly used to connect two independent clauses in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,35,48,Salvador Dali,...sts)</li><li>Giorgio de Chirico</li><li>**Salvador Dali**</li><li>Rene Magritte</li><li>Bridget R...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Salvador Dali' is a proper noun and is correctly spelled and capitalized.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,36,49,tryptichs,"...of stories from the Bible (sometimes as **tryptichs**), the sculptural forms of Barbara Hepwo...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Tryptichs' is misspelled; the correct spelling is 'triptychs'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,37,50,modelmaking,"...le', whether through drawing or through **modelmaking**, using appropriate scales from 1:2 for ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Modelmaking' is a valid compound noun in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,38,50,three dimensional,"...graphy), using perspective to represent **three dimensional** shapes on a 2 dimensional plan (paper, ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Three dimensional' is correctly hyphenated as a compound adjective.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,39,50,2 dimensional,"...represent three dimensional shapes on a **2 dimensional** plan (paper, canvas etc) is a technique...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'2 dimensional' is correctly hyphenated as a compound adjective.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,40,51,and,...s in this area are developing frequently** and** communication design is a popular degre...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,Comma before 'and' is optional for clarity but not required for correctness.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,41,53,futureproof,...>Emerging materials and technologies to **futureproof** product development. Learners should sh...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Futureproof' is a recognized compound adjective in UK English.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,42,57,comprises of,...xtile Design within GCSE Art and Design **comprises of** the creation of designs and products fo...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,'Comprises of' is incorrect; the correct form is 'comprises'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,43,58,',...ond to.  An example of this might be:  ***'**A new boutique hotel is opening which wi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,Stray apostrophe likely due to formatting error.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,44,58,eco -conscious,...ding the launch of the hotel to attract **eco -conscious** travellers and convey the cynefin. Imag...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Hyphen should be removed as 'eco-conscious' is a recognized compound adjective.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,45,58,',...ithin the hotel as large format images. **'***  Learners must demonstrate the ability...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,Stray apostrophe likely due to formatting error.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,46,58,time -lapse,"...igital processes and techniques such as **time -lapse** photography, video, photomontage and di...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Hyphen should be removed as 'time-lapse' is a recognized compound adjective.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,47,59,general public,...r scales which can be difficult for the **general public** to visualise. Learners will need to be ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'General public' is a recognized term and correctly used.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,48,62,outside of,"...ng, learner independence, opportunities **outside of** the classroom and engaging alternative ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Outside of' is acceptable in informal contexts and is not an error.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,49,63,sketch book,"...otation or more formal writing in their **sketch book** or preparatory work. It is much, much m...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Sketch book' is a recognized term and correctly used.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,50,64,an outcomes,"...hievements, where they are pleased with **an outcomes**, where things have gone wrong and how t...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,Missing article 'the' before 'outcomes'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,51,64,',"... where there is a formal requirement to **'**reflect on own work, and record ideas, o...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,"The character is part of the quotation mark, not an error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,52,64,',...levant to intentions as work progresses **'**. This is assessed across the whole port...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,"The character is part of the quotation mark, not an error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,53,64,or,...ing and reflecting on design development** or** they could be diarised entries into a b...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'or' is optional for clarity but not required.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,54,69,general public,"...n of printed banners in a space for the **general public** in an art, craft and design submission....",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'general public' is correctly used and not an error.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,0,4,outside of,... **Supervision**  Work may be completed **outside of** the centre without direct supervision. ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing preposition 'the' in 'outside of the centre'.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,1,4,are,... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,"'The marking scheme' is singular, so the verb should be 'is' instead of 'are'."
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,2,5,the to,...Further information**  You should refer **the to** WJEC Assessment Guide / JCQ Instruction...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Incorrect preposition usage; should be 'refer to' instead of 'refer the to'.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,3,13,",","... understand the assessment requirements,** ,** but there are rules about the kind of h...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Unnecessary comma after 'requirements'.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,4,14,outlines,... The guidance in the graphic below will **outlines** what your work should include.  **Produ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Outlines' should be 'outline' for subject-verb agreement.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,0,3,outside of,"...t 1, no controls. Work may be completed **outside of** the centre without direct supervision. ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,Correct usage of 'outside of' in this context.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,1,5,are,... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,"'The marking scheme' is singular, so 'is' should be used instead of 'are'."
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,2,7,outside of,...arner must not access any of their work **outside of** the designated sustained focus work ses...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,Correct usage of 'outside of' in this context.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,3,7,but,... not have to be a finished piece of work** but** there should be enough completed to dem...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'but' is optional for clarity but not required.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,4,15,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"'Independently from' is acceptable, though 'independently of' is also correct."
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,5,15,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"'Independently from' is acceptable, though 'independently of' is also correct."
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,6,16,outlines,... The guidance in the graphic below will **outlines** what your work should include.  ![](_pa...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,'Outlines' should be 'outline' as the subject is singular.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,7,17,but,... not have to be a finished piece of work** but** there should be enough completed to dem...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'but' is optional for clarity but not required.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,8,35,YY,...----|------------|---------| |  | DD MM **YY** |  | Hour | Minutes | |       |        ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'YY' is an acceptable abbreviation for the year in this context.
Art-and-Design,overview-of-consultation-findings.csv,0,1,Exper,... and Communication Area of Learning and **Exper** | ience .15 | | Level 2 Award in Additi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphenation missing in compound term 'Area of Learning and Experience'.
Art-and-Design,overview-of-consultation-findings.csv,1,1,ience,...munication Area of Learning and Exper | **ience** .15 | | Level 2 Award in Additional Cor...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'ience' is part of the correct spelling 'Experience' and not an error.
Art-and-Design,overview-of-consultation-findings.csv,2,2,made-for-wales-gcses,...form/reforming/qualified-for-the-future/**made-for-wales-gcses**/#approval-criteria\)](https://qualifica...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'made-for-wales-gcses' is a valid URL slug and not an error.
Art-and-Design,overview-of-consultation-findings.csv,3,5,and,...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
Art-and-Design,overview-of-consultation-findings.csv,4,6,all of the,...ications will provide stakeholders with **all of the** information they require in due course....,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,60,'all of the' is acceptable but could be simplified to 'all the'.
Art-and-Design,overview-of-consultation-findings.csv,5,9,and,...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
Art-and-Design,overview-of-consultation-findings.csv,6,10,and,... balance of physical and human geography** and** we have updated the possible areas to b...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
Art-and-Design,overview-of-consultation-findings.csv,7,10,that that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Redundant 'that' in 'that that' should be removed.
Art-and-Design,overview-of-consultation-findings.csv,8,12,and,...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
Art-and-Design,overview-of-consultation-findings.csv,9,13,whether or not,...dual learners or groups of learners and **whether or not** the teacher performs the control elemen...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,60,'whether or not' is acceptable but could be simplified to 'whether'.
Art-and-Design,overview-of-consultation-findings.csv,10,15,and,...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,Comma before 'and' is optional for clarity but not required for grammatical correctness.
Art-and-Design,overview-of-consultation-findings.csv,11,17,time consuming,...ondents conveying that oracy tasks were **time consuming** and difficult to administer. As a direc...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Time consuming' is a correct hyphenated adjective in UK English.
Art-and-Design,overview-of-consultation-findings.csv,12,17,with regards to,...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,'With regards to' is often considered informal; 'regarding' is more formal but both are acceptable.
Art-and-Design,overview-of-consultation-findings.csv,13,18,and,... are supported by this new qualification** and** we will work to ensure that this is the...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,Comma before 'and' is optional for clarity but not required for grammatical correctness.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,0,3,Wa,...                           | 22 | | App **Wa** |  | x A: Opportunities for embedding e...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing letter 'l' in 'Wales'.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,1,6,progressio,...dentity. - supporting the principles of **progressio**[n](#page-6-1)<sup>2</sup> by giving lea...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing letter 'n' in 'progression'.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,2,9,Thet,...-------------  #### **Textile design**  **Thet** textile design pathway is defined as th...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing letter 'e' in 'The'.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,3,10,threedimensional,"...the work of historical and contemporary **threedimensional** designers and makers, as well as the di...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in 'three-dimensional'.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,4,20,1 st,...released on the WJEC Portal on December **1 st** in the final year of each series. This ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing space before 'st' in '1st'.
Business,gcse-business---delivery-guide.csv,0,4,hand written,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'hand written' is correct and acceptable in UK English.
Business,gcse-business---delivery-guide.csv,1,6,hand written,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'hand written' is correct and acceptable in UK English.
Business,gcse-business---delivery-guide.csv,2,15,and,...pected to demonstrate in their responses** and** they are then used in marking the work....,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Comma before 'and' is optional for clarity but not required.
Business,gcse-business---delivery-guide.csv,3,15,hire purchase,...i><li>government grants</li><li>leasing/**hire purchase**</li><li>new investors</li><li>overdraft...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Hire purchase' is a correct and accepted term in UK English.
Business,gcse-business---guidance-for-teaching-unit-1.csv,0,8,inspirational-success-story-of-amazons-founder,...odaymagazine.com/2022/07/jeff-bezos-the **inspirational-success-story-of-amazons-founder**/ Learners to discuss how the entreprene...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The highlighted text is part of a URL slug, where hyphens are standard for readability and SEO, and is not a grammatical error in regular text."
Business,gcse-business---guidance-for-teaching-unit-1.csv,1,14,deborah-coughlin,...tion-success-stories-deborah-coughlin/)[**deborah-coughlin**/](https://iuk.ktn-uk.org/casestudy/wome...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The highlighted text 'deborah-coughlin' is a proper noun used in a URL slug and as link text, where hyphens are standard."
Business,gcse-business---guidance-for-teaching-unit-1.csv,2,19,google,...p research information could be done on **google** jam board or an interactive Canva white...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,"'Google' is a proper noun and should be capitalized when referring to the company or its product, Jamboard."
Business,gcse-business---guidance-for-teaching-unit-1.csv,3,22,new-lease-of-life-at-merthyr-tydfil-s-newest-re-use-shop,...t-merthyr-tydfil-s-newest-re-use-shop/)[**new-lease-of-life-at-merthyr-tydfil-s-newest-re-use-shop**/](https://www.merthyr.gov.uk/news-and-e...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The highlighted text is part of a URL slug and link text, where hyphens are standard for readability and SEO, and is not a grammatical error."
Business,gcse-business---guidance-for-teaching-unit-1.csv,4,31,as well as,...ets | consumers from both within the UK **as well as** from a global market. Learners could be...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'as well as' is used correctly as a conjunction in this context and does not require a comma or alternative phrasing.
Business,gcse-business---guidance-for-teaching-unit-1.csv,5,34,currents,...trends and use this to reflect on their **currents** skill set and explore what skills may b...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Currents' is incorrectly used as an adjective; it should be 'current' to modify 'skill set'.
Business,gcse-business---guidance-for-teaching-unit-1.csv,6,36,as well as,"... all topic areas, both in small groups, **as well as** a class. This not only enhances underst...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'as well as' is used correctly as a conjunction in this context and does not require a comma or alternative phrasing.
Business,gcse-business---guidance-for-teaching-unit-1.csv,7,36,',...group working opportunity when teaching **'**The features of limited and unlimited | ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The HTML entity `&#x27;` is a parsing error and should be replaced with a standard apostrophe.
Business,gcse-business---guidance-for-teaching-unit-1.csv,8,39,exploring,"...t and industry figures. Learners should **exploring** the ONS website, reviewing relevant, up...",PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The verb form 'exploring' is grammatically incorrect after the modal verb 'should'; it should be the base form 'explore'.
Business,gcse-business---guidance-for-teaching-unit-1.csv,9,49,close proximity,...markets where buyers and sellers are in **close proximity** to each other. Certain businesses such ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Close proximity' is a common and grammatically acceptable phrase, and its use here is not an error."
Business,gcse-business---guidance-for-teaching-unit-1.csv,10,51,general public,...e available to others by selling to the **general public** often at the Stock Exchange. They are g...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'general public' is grammatically correct and standard English usage.
Business,gcse-business---guidance-for-teaching-unit-1.csv,11,51,but,... liability. Other people can be employed** but** there is only one owner. | | STEEPLE | ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,"Adding a comma before 'but' to separate independent clauses is a stylistic choice, not a mandatory grammatical requirement in this context."
