issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
22,27,Inquiry,...t was their<br>role in producing<br>the **Inquiry** into the<br>State of Education<br>in Wa...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
23,27,Inquiry,...r>in Wales.<br>The problems with<br>the **Inquiry** and the<br>truthfulness of its<br>findi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
24,27,Inquiry,...port went beyond<br>the remit of the<br>**Inquiry**. |                                     ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Inquiry into the State of Education in Wales'.
25,29,Inquiry,"... the Report of the Commissioners of the **Inquiry** into the State of Education in Wales, i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'the Report of the Commissioners of the Inquiry into the State of Education in Wales'.
26,29,he reactions,...rtance - develop a storyboard detailing **he reactions** of the people of Wales.  Watch the vide...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The phrase 'he reactions' is a grammatical error and should be 'the reactions'.
27,29,Inquiry,...(1848): Reports of the Commissioners of **Inquiry** into the State of Education in Wales.* ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The word 'Inquiry' is correctly capitalized as part of the proper noun 'Reports of the Commissioners of Inquiry into the State of Education in Wales'.
28,29,',...ostoririaith.cymru/en/adnoddau/)  [Stori**'**r Iaith](https://mwyostoririaith.cymru/e...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The HTML entity '&#x27;' is a parsing artifact and should be a standard apostrophe in the Welsh word 'Stori'r'.
29,30,includingthe,"... | the main events of the<br>Tithe War, **includingthe** formation of the<br>Anti-Tithe League i...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'including' and 'the' have been merged into 'includingthe' due to a parsing error.
30,30,Llanarmon-yn-Iâldisturbances,...ation of the<br>Anti-Tithe League in<br>**Llanarmon-yn-Iâldisturbances** in support<br>of farmers including<br>t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'Llanarmon-yn-Iâl' and 'disturbances' are merged due to a PDF-to-text conversion error.
31,32,protesters,"...d the protests, including praise of the **protesters** by the *Baner ac Amserau Cymru*.  The i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'protesters' is correctly spelled and used in context.
32,34,enquire,...es during the Industrial Revolution and **enquire** as to how the<br>Welsh dealt with every...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"'Enquire' is the correct British English spelling, which is appropriate for WJEC documentation."
33,37,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The instruction explicitly states not to report hyphenation issues, which includes missing hyphens in compound adjectives like 'evidence-based'."
34,38,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The instruction explicitly states not to report hyphenation issues, which includes missing hyphens in compound adjectives like 'cross-curricular'."
35,39,ExamplesLearners,...                                      | **ExamplesLearners** will demonstrate creativity when develo...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Examples' and 'Learners' are merged due to a PDF-to-text conversion error, likely from a table structure."
36,39,ExamplesLearners,...                                      | **ExamplesLearners** will have opportunities to ask meaningf...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Examples' and 'Learners' are merged due to a PDF-to-text conversion error, likely from a table structure."
