issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
20,22,evidenceprocessing,...ncluding:planning the enquirycollecting **evidenceprocessing** and presenting dataanalysing and applyi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'evidence' and 'processing' have merged due to a PDF conversion error, requiring a space and likely a comma."
21,22,dataanalysing,...cting evidenceprocessing and presenting **dataanalysing** and applying datadrawing conclusions.  ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'data' and 'analysing' have merged due to a PDF conversion error, requiring a space and likely a comma."
22,22,datadrawing,...d presenting dataanalysing and applying **datadrawing** conclusions.                           ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'data' and 'drawing' have merged due to a PDF conversion error, requiring a space and likely a comma."
23,22,findingsgeographical,...reas of investigation inspired by their **findingsgeographical** questions that have arisen because of t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'findings' and 'geographical' have merged due to a PDF conversion error, requiring a space and likely a comma."
24,25,Google maps,...tps://digimapforschools.edina.ac.uk/> - **Google maps** <https://www.google.co.uk/maps>  ### GI...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Google Maps' is a proper noun and should have both words capitalized.
25,27,‘,... | Examples include:<br>• Environment – **‘**Tourists have a great impact on footpath...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The single opening quotation mark is correctly used as part of a quoted phrase.
26,30,sub-groups,"...of the whole.<br>For example,<br>create **sub-groups** of the<br>population by age and ask an ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Sub-groups' is a correctly hyphenated compound noun, and the hyphenation is a valid stylistic choice."
27,33,and,...they link their study to the wider world** and** how can their enquiry transcend the loc...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve grammatical precision when joining two independent clauses, but its absence does not create ambiguity."
28,34,with regards to,...d therefore make their own decisions<br>**with regards to**<br>methodology. One way in which these ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,95,"The correct formal phrase is 'with regard to' or 'in regard to', not 'with regards to'."
29,34,whiteboardpose,...eveloped is:<br>put a photograph on the **whiteboardpose** a geographical question relating to the...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'whiteboard' and 'pose' have merged due to a PDF conversion error, requiring a space and likely a comma."
30,34,photographask,...a geographical question relating to the **photographask** learners to list five pieces of data th...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'photograph' and 'ask' have merged due to a parsing error.
31,34,questionapply,...the location to answer the geographical **questionapply** restrictions to the data collection (e....,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'question' and 'apply' have merged due to a parsing error.
32,34,thesegroup,...ir data collection ideas comply with<br>**thesegroup**/class discussion as to what methods are...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'these' and 'group' have merged due to a parsing error.
33,36,articleput,...ne-page piece of writing e.g. newspaper **articleput** an enquiry heading on the boardgive the...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'article' and 'put' have merged due to a parsing error.
34,36,boardgive,...er articleput an enquiry heading on the **boardgive** the learners a short (but appropriate d...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'board' and 'give' have merged due to a parsing error.
35,36,articleclass,... ability) time to<br>read/skim read the **articleclass** discussion over what information form t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'article' and 'class' have merged due to a parsing error.
36,36,form,...eclass discussion over what information **form** the article are relevant to the<br>enqu...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Form' is a misspelling of 'from' in this context.
37,36,improve,...what went well and what could have been **improve** upon. The type<br>of questions that cou...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The past participle 'improved' is required after 'could have been'.
38,40,skillset,... and provides geographers with a unique **skillset** that they can apply to a range of diffe...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Skillset' is an accepted compound noun, especially in professional and educational contexts."
39,40,angleonce,... then use the clinometer to measure the **angleonce** all learners are confident in using the...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'angle' and 'once' have merged due to a parsing error.
40,42,cross sections,... range of variables within a data set - **cross sections** and transects a line graph which shows ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The unhyphenated form 'cross sections' is an acceptable variant, especially in a list of geographical terms."
41,42,cross section,...ch shows a visual representation of the **cross section**/transect being measured.  Learners are ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The unhyphenated form 'cross section' is an acceptable variant, particularly in technical or educational contexts."
42,42,working-with-digimap-school-examples,...ol-examples/)[practice/maps-and-mapping/**working-with-digimap-school-examples**/](https://geography.org.uk/curriculum-s...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,This is part of a URL and should not be subject to standard grammatical or spelling checks.
43,43,windspeed,...ners<br>could take some temperature and **windspeed** readings at various points<br>around th...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Windspeed' as a single compound noun is an acceptable and common variant in technical contexts, though 'wind speed' is also used."
44,50,improve,...t went well and what could have<br>been **improve** upon. The type of questions that could ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The verb 'improve' should be in the past participle form 'improved' to correctly follow 'could have been'.
45,52,strategiesdata,... most<br>effectively) | data collection **strategiesdata** processing strategiesdata presentation ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'strategies' and 'data' have been merged due to a PDF conversion artifact.
46,52,strategiesdata,...ta collection strategiesdata processing **strategiesdata** presentation strategiesLearners should ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'strategies' and 'data' have been merged due to a PDF conversion artifact.
47,52,strategiesLearners,... processing strategiesdata presentation **strategiesLearners** should know the impact that different s...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'strategies' and 'Learners' have been merged due to a PDF conversion artifact.
